1,netd-0001,JunOS,Juniper,22,22.3,Supported,22,0
1,netd-0002,FortiOS,Fortinet,5,5.0,Supported,7,2
1,netd-0003,FortiOS,Fortinet,4,4.8,OutOfSupport,7,3
1,netd-0004,FortiOS,Fortinet,6,6.5,Supported,7,1
1,netd-0005,JunOS,Juniper,21,21.4,Supported,22,1
1,netd-0006,FortiOS,Fortinet,6,6.3,Supported,7,1
1,netd-0007,Cisco IOS XE,Cisco,16,16.6,Supported,17,1
1,netd-0008,FortiOS,Fortinet,6,6.0,Supported,7,1
1,netd-0009,Cisco IOS XE,Cisco,13,13.3,OutOfSupport,17,4
1,netd-0010,FortiOS,Fortinet,6,6.3,Supported,7,1
1,netd-0011,FortiOS,Fortinet,6,6.6,Supported,7,1
1,netd-0012,JunOS,Juniper,22,22.6,Supported,22,0
1,netd-0013,FortiOS,Fortinet,5,5.1,Supported,7,2
1,netd-0014,FortiOS,Fortinet,5,5.6,Supported,7,2
1,netd-0015,FortiOS,Fortinet,6,6.8,Supported,7,1
1,netd-0016,JunOS,Juniper,21,21.6,Supported,22,1
1,netd-0017,Cisco IOS XE,Cisco,15,15.5,Supported,17,2
1,netd-0018,Cisco IOS XE,Cisco,15,15.5,Supported,17,2
1,netd-0019,FortiOS,Fortinet,7,7.7,Supported,7,0
1,netd-0020,JunOS,Juniper,20,20.3,Supported,22,2
1,netd-0021,JunOS,Juniper,20,20.7,Supported,22,2
1,netd-0022,JunOS,Juniper,22,22.5,Supported,22,0
1,netd-0023,FortiOS,Fortinet,6,6.6,Supported,7,1
1,netd-0024,FortiOS,Fortinet,5,5.4,Supported,7,2
1,netd-0025,JunOS,Juniper,21,21.6,Supported,22,1
1,netd-0026,FortiOS,Fortinet,6,6.5,Supported,7,1
1,netd-0027,FortiOS,Fortinet,3,3.0,OutOfSupport,7,4
1,netd-0028,Cisco IOS XE,Cisco,15,15.1,Supported,17,2
1,netd-0029,Cisco IOS XE,Cisco,15,15.0,Supported,17,2
1,netd-0030,FortiOS,Fortinet,5,5.8,Supported,7,2
1,netd-0031,FortiOS,Fortinet,6,6.7,Supported,7,1
1,netd-0032,FortiOS,Fortinet,7,7.5,Supported,7,0
1,netd-0033,JunOS,Juniper,18,18.0,OutOfSupport,22,4
1,netd-0034,FortiOS,Fortinet,5,5.7,Supported,7,2
1,netd-0035,Cisco IOS XE,Cisco,14,14.8,OutOfSupport,17,3
1,netd-0036,FortiOS,Fortinet,5,5.7,Supported,7,2
1,netd-0037,JunOS,Juniper,18,18.5,OutOfSupport,22,4
1,netd-0038,JunOS,Juniper,18,18.4,OutOfSupport,22,4
1,netd-0039,JunOS,Juniper,20,20.5,Supported,22,2
1,netd-0041,Cisco IOS XE,Cisco,15,15.1,Supported,17,2
1,netd-0042,JunOS,Juniper,18,18.3,OutOfSupport,22,4
1,netd-0043,Cisco IOS XE,Cisco,16,16.7,Supported,17,1
1,netd-0044,FortiOS,Fortinet,3,3.0,OutOfSupport,7,4
1,netd-0045,FortiOS,Fortinet,3,3.4,OutOfSupport,7,4
1,netd-0046,Cisco IOS XE,Cisco,17,17.5,Supported,17,0
1,netd-0047,JunOS,Juniper,20,20.0,Supported,22,2
1,netd-0048,Cisco IOS XE,Cisco,15,15.3,Supported,17,2
1,netd-0049,FortiOS,Fortinet,6,6.4,Supported,7,1
1,netd-0050,Cisco IOS XE,Cisco,14,14.2,OutOfSupport,17,3
1,netd-0051,Cisco IOS XE,Cisco,15,15.5,Supported,17,2
1,netd-0052,JunOS,Juniper,21,21.1,Supported,22,1
1,netd-0053,FortiOS,Fortinet,5,5.2,Supported,7,2
1,netd-0054,Cisco IOS XE,Cisco,15,15.2,Supported,17,2
1,netd-0055,JunOS,Juniper,21,21.5,Supported,22,1
1,netd-0056,Cisco IOS XE,Cisco,16,16.7,Supported,17,1
1,netd-0058,JunOS,Juniper,20,20.7,Supported,22,2
1,netd-0059,Cisco IOS XE,Cisco,15,15.4,Supported,17,2
