1,sys-1,cap-air-tasking-management,Air Tasking Management,Critical
1,sys-1,cap-isr-data-exploitation,ISR Data Exploitation,Critical
1,sys-10,cap-battlefield-telemetry-fusion,Battlefield Telemetry Fusion,Critical
1,sys-10,cap-joint-fires-coordination,Joint Fires Coordination,Non-Critical
1,sys-10,cap-secure-coalition-messaging,Secure Coalition Messaging,Critical
1,sys-11,cap-air-tasking-management,Air Tasking Management,Non-Critical
1,sys-11,cap-maritime-domain-awareness,Maritime Domain Awareness,Critical
1,sys-12,cap-isr-data-exploitation,ISR Data Exploitation,Critical
1,sys-12,cap-logistics-sustainment,Logistics Sustainment,Critical
1,sys-13,cap-logistics-sustainment,Logistics Sustainment,Critical
1,sys-14,cap-air-tasking-management,Air Tasking Management,Non-Critical
1,sys-14,cap-battlefield-telemetry-fusion,Battlefield Telemetry Fusion,Non-Critical
1,sys-14,cap-joint-fires-coordination,Joint Fires Coordination,Non-Critical
1,sys-15,cap-air-tasking-management,Air Tasking Management,Critical
1,sys-2,cap-isr-data-exploitation,ISR Data Exploitation,Critical
1,sys-2,cap-secure-coalition-messaging,Secure Coalition Messaging,Non-Critical
1,sys-3,cap-battlefield-telemetry-fusion,Battlefield Telemetry Fusion,Non-Critical
1,sys-3,cap-secure-coalition-messaging,Secure Coalition Messaging,Non-Critical
1,sys-4,cap-battlefield-telemetry-fusion,Battlefield Telemetry Fusion,Critical
1,sys-5,cap-air-tasking-management,Air Tasking Management,Non-Critical
1,sys-5,cap-strategic-comms-resilience,Strategic Comms Resilience,Critical
1,sys-6,cap-strategic-comms-resilience,Strategic Comms Resilience,Non-Critical
1,sys-7,cap-joint-fires-coordination,Joint Fires Coordination,Critical
1,sys-7,cap-logistics-sustainment,Logistics Sustainment,Critical
1,sys-8,cap-isr-data-exploitation,ISR Data Exploitation,Non-Critical
1,sys-8,cap-maritime-domain-awareness,Maritime Domain Awareness,Critical
1,sys-9,cap-air-tasking-management,Air Tasking Management,Non-Critical
1,sys-9,cap-isr-data-exploitation,ISR Data Exploitation,Critical
1,sys-9,cap-logistics-sustainment,Logistics Sustainment,Non-Critical
2,sys-1,cap-air-tasking-management,Air Tasking Management,Critical
2,sys-1,cap-isr-data-exploitation,ISR Data Exploitation,Critical
2,sys-10,cap-battlefield-telemetry-fusion,Battlefield Telemetry Fusion,Critical
2,sys-10,cap-joint-fires-coordination,Joint Fires Coordination,Non-Critical
2,sys-10,cap-secure-coalition-messaging,Secure Coalition Messaging,Critical
2,sys-11,cap-air-tasking-management,Air Tasking Management,Non-Critical
2,sys-11,cap-maritime-domain-awareness,Maritime Domain Awareness,Critical
